Source Barcode,Source Well ID,Source Labware ID,Destination Barcode,Destination Well ID,Destination Labware ID,Date,Process
MC_Src_x01,A1,autoFlask,MC_Src_x01,-,autoFlask,14/06/2023,Media Change
MC_Src_x02,A1,autoFlask,MC_Src_x02,-,autoFlask,14/06/2023,Media Change
MC_Src_x03,A1,autoFlask,MC_Src_x03,-,autoFlask,14/06/2023,Media Change
MC_Src_x04,A1,autoFlask,MC_Src_x04,-,autoFlask,14/06/2023,Media Change
MC_Src_x05,A1,autoFlask,MC_Src_x05,-,autoFlask,14/06/2023,Media Change
